Year,Genre,Platform,Global Sales
2006,Shooter,PS2,0.06
2006,Shooter,PS2,0.06
2006,Shooter,PS2,0.08
2006,Shooter,PS2,0.42
2006,Shooter,PS2,1.48
2006,Shooter,PS2,1.07
2006,Shooter,PS2,1.25
2007,Shooter,PS2,0.01
2007,Shooter,PS2,0.03
2007,Shooter,PS2,0.28
2008,Shooter,PS2,0.02
2008,Shooter,PS2,0.04
2008,Shooter,PS2,0.15
2008,Shooter,PS2,0.26
2008,Shooter,PS2,0.38
2008,Shooter,PS2,1.72
2009,Shooter,PS2,0.02
2009,Shooter,PS2,0.14
2009,Shooter,PS2,0.49
2010,Shooter,PS2,0.06
,Shooter,PS3,0.24
2006,Shooter,PS3,1.52
2007,Shooter,PS3,0.09
2007,Shooter,PS3,0.16
2007,Shooter,PS3,0.15
2007,Shooter,PS3,0.2
2007,Shooter,PS3,0.3
2007,Shooter,PS3,0.55
2007,Shooter,PS3,0.67
2007,Shooter,PS3,0.67
2007,Shooter,PS3,0.76
2007,Shooter,PS3,0.84
2007,Shooter,PS3,1.04
2007,Shooter,PS3,1.08
2007,Shooter,PS3,1.25
2007,Shooter,PS3,1.23
2008,Shooter,PS3,0.07
2008,Shooter,PS3,0.1
2008,Shooter,PS3,0.16
2008,Shooter,PS3,0.06
2008,Shooter,PS3,0.25
2008,Shooter,PS3,0.13
2008,Shooter,PS3,0.17
2008,Shooter,PS3,0.23
2008,Shooter,PS3,0.19
2008,Shooter,PS3,0.35
2008,Shooter,PS3,0.47
2008,Shooter,PS3,0.64
2008,Shooter,PS3,1.25
2008,Shooter,PS3,0.93
2008,Shooter,PS3,1.17
2008,Shooter,PS3,1
2008,Shooter,PS3,0.87
2008,Shooter,PS3,1.35
2008,Shooter,PS3,1.45
2008,Shooter,PS3,1.35
2009,Shooter,PS3,0.09
2009,Shooter,PS3,0.13
2009,Shooter,PS3,0.14
2009,Shooter,PS3,0.08
2009,Shooter,PS3,0.19
2009,Shooter,PS3,0.19
2009,Shooter,PS3,0.25
2009,Shooter,PS3,0.3
2009,Shooter,PS3,0.49
2009,Shooter,PS3,0.64
2009,Shooter,PS3,0.63
2009,Shooter,PS3,0.54
2009,Shooter,PS3,0.7
2009,Shooter,PS3,0.75
2009,Shooter,PS3,0.89
2009,Shooter,PS3,0.92
2010,Shooter,PS3,0.04
2010,Shooter,PS3,0.05
2010,Shooter,PS3,0.19
2010,Shooter,PS3,0.29
2010,Shooter,PS3,0.28
2010,Shooter,PS3,0.35
2010,Shooter,PS3,0.51
2010,Shooter,PS3,0.55
2010,Shooter,PS3,0.62
2010,Shooter,PS3,0.59
2010,Shooter,PS3,0.85
2010,Shooter,PS3,0.72
2010,Shooter,PS3,0.96
2010,Shooter,PS3,1.32
2010,Shooter,PS3,1.05
2010,Shooter,PS3,1.55
2011,Shooter,PS3,0.01
2011,Shooter,PS3,0.18
2011,Shooter,PS3,0.12
2011,Shooter,PS3,0.2
2011,Shooter,PS3,0.18
2011,Shooter,PS3,0.61
2011,Shooter,PS3,0.23
2011,Shooter,PS3,0.3
2011,Shooter,PS3,0.33
2011,Shooter,PS3,0.38
2011,Shooter,PS3,0.46
2011,Shooter,PS3,0.46
2011,Shooter,PS3,0.53
2011,Shooter,PS3,0.9
2011,Shooter,PS3,0.46
2011,Shooter,PS3,0.77
2011,Shooter,PS3,0.74
2011,Shooter,PS3,0.8
2011,Shooter,PS3,0.8
2011,Shooter,PS3,0.91
2011,Shooter,PS3,1.44
2011,Shooter,PS3,1.33
2011,Shooter,PS3,1.5
2011,Shooter,PS3,1.39
2011,Shooter,PS3,1.74
2012,Shooter,PS3,0.02
2012,Shooter,PS3,0.05
2012,Shooter,PS3,0.05
2012,Shooter,PS3,0.09
2012,Shooter,PS3,0.07
2012,Shooter,PS3,0.08
2012,Shooter,PS3,0.15
2012,Shooter,PS3,0.13
2012,Shooter,PS3,0.33
2012,Shooter,PS3,0.36
2012,Shooter,PS3,0.57
2012,Shooter,PS3,0.59
2012,Shooter,PS3,0.96
2012,Shooter,PS3,0.98
2013,Shooter,PS3,0.1
2013,Shooter,PS3,0.04
2013,Shooter,PS3,0.12
2013,Shooter,PS3,0.36
2013,Shooter,PS3,0.22
2013,Shooter,PS3,0.36
2013,Shooter,PS3,0.29
2013,Shooter,PS3,0.28
2013,Shooter,PS3,0.35
2013,Shooter,PS3,0.44
2013,Shooter,PS3,0.53
2013,Shooter,PS3,0.71
2013,Shooter,PS3,0.64
2013,Shooter,PS3,0.9
2014,Shooter,PS3,0.03
2014,Shooter,PS3,0.07
2014,Shooter,PS3,0.31
2014,Shooter,PS3,0.37
2014,Shooter,PS3,0.51
2014,Shooter,PS3,0.67
2014,Shooter,PS3,0.76
2014,Shooter,PS3,1.44
2014,Shooter,PS3,1.73
2015,Shooter,PS3,0.41
2015,Shooter,PS3,0.49
2016,Shooter,PS3,0.02
2014,Shooter,PS4,0.61
2014,Shooter,PS4,0.68
2014,Shooter,PS4,1.13
2014,Shooter,PS4,1.58
2015,Shooter,PS4,0.05
2015,Shooter,PS4,0.2
2015,Shooter,PS4,0.27
2015,Shooter,PS4,0.84
2015,Shooter,PS4,0.95
2015,Shooter,PS4,1.72
2016,Shooter,PS4,0.02
2016,Shooter,PS4,0.02
2016,Shooter,PS4,0.03
2016,Shooter,PS4,0.07
2016,Shooter,PS4,0.06
2016,Shooter,PS4,0.2
2016,Shooter,PS4,0.22
2016,Shooter,PS4,0.31
2016,Shooter,PS4,0.45
2016,Shooter,PS4,1.39
2016,Shooter,PS4,1.73
1994,Simulation,PS,0.19
1994,Simulation,PS,0.57
1995,Simulation,PS,0.08
1995,Simulation,PS,0.04
1995,Simulation,PS,0.04
1995,Simulation,PS,0.09
1995,Simulation,PS,0.14
1995,Simulation,PS,0.08
1995,Simulation,PS,0.46
1995,Simulation,PS,0.58
1996,Simulation,PS,0.07
1996,Simulation,PS,0.09
1996,Simulation,PS,0.13
1996,Simulation,PS,0.09
1996,Simulation,PS,0.27
1996,Simulation,PS,1.17
1996,Simulation,PS,1.22
1997,Simulation,PS,0.04
1997,Simulation,PS,0.07
1997,Simulation,PS,0.09
1997,Simulation,PS,0.1
1997,Simulation,PS,0.3
1997,Simulation,PS,0.36
1997,Simulation,PS,0.28
1997,Simulation,PS,0.3
1997,Simulation,PS,0.31
1997,Simulation,PS,0.32
1997,Simulation,PS,0.42
1997,Simulation,PS,0.41
1997,Simulation,PS,0.79
1997,Simulation,PS,0.89
1997,Simulation,PS,1.01
1997,Simulation,PS,1.09
1997,Simulation,PS,1.19
1998,Simulation,PS,0.08
1998,Simulation,PS,0.23
1998,Simulation,PS,1.09
1998,Simulation,PS,0.6
1998,Simulation,PS,1.05
1999,Simulation,PS,0.02
1999,Simulation,PS,0.1
1999,Simulation,PS,0.32
1999,Simulation,PS,0.26
1999,Simulation,PS,0.24
1999,Simulation,PS,0.29
1999,Simulation,PS,0.33
1999,Simulation,PS,0.39
1999,Simulation,PS,0.41
1999,Simulation,PS,0.66
1999,Simulation,PS,0.83
1999,Simulation,PS,0.96
1999,Simulation,PS,1.35
2000,Simulation,PS,0.04
2000,Simulation,PS,0.12
2000,Simulation,PS,0.26
2000,Simulation,PS,0.36
2001,Simulation,PS,0.02
2001,Simulation,PS,0.15
2002,Simulation,PS,0.06
,Simulation,PS2,0.4
2000,Simulation,PS2,0.05
2000,Simulation,PS2,0.06
2000,Simulation,PS2,0.09
2000,Simulation,PS2,0.15
2000,Simulation,PS2,0.11
2000,Simulation,PS2,0.32
2000,Simulation,PS2,0.7
2000,Simulation,PS2,0.79
2001,Simulation,PS2,0.03
2001,Simulation,PS2,0.03
2001,Simulation,PS2,0.04
2001,Simulation,PS2,0.05
2001,Simulation,PS2,0.06
2001,Simulation,PS2,0.08
2001,Simulation,PS2,0.32
2001,Simulation,PS2,0.13
2001,Simulation,PS2,0.43
2001,Simulation,PS2,0.22
2001,Simulation,PS2,0.36
2001,Simulation,PS2,0.41
2001,Simulation,PS2,1.14
2001,Simulation,PS2,0.34
2001,Simulation,PS2,0.92
2001,Simulation,PS2,1.76
2002,Simulation,PS2,0.08
2002,Simulation,PS2,0.07
2002,Simulation,PS2,0.1
2002,Simulation,PS2,0.5
2002,Simulation,PS2,0.67
2003,Simulation,PS2,0.11
2003,Simulation,PS2,0.72
2003,Simulation,PS2,0.16
2003,Simulation,PS2,0.31
2003,Simulation,PS2,0.34
2003,Simulation,PS2,0.27
2003,Simulation,PS2,0.41
2003,Simulation,PS2,0.48
2004,Simulation,PS2,0.02
2004,Simulation,PS2,0.05
2004,Simulation,PS2,0.07
2004,Simulation,PS2,0.1
2004,Simulation,PS2,0.11
2004,Simulation,PS2,0.18
2004,Simulation,PS2,0.26
2004,Simulation,PS2,1.71
2004,Simulation,PS2,1.76
2005,Simulation,PS2,0.03
2005,Simulation,PS2,0.26
2005,Simulation,PS2,0.18
2005,Simulation,PS2,0.13
2005,Simulation,PS2,0.2
2005,Simulation,PS2,0.29
2005,Simulation,PS2,0.81
2005,Simulation,PS2,1.14
2006,Simulation,PS2,0.03
2006,Simulation,PS2,0.03
2006,Simulation,PS2,0.02
2006,Simulation,PS2,0.02
2006,Simulation,PS2,0.02
2006,Simulation,PS2,0.02
2006,Simulation,PS2,0.03
2006,Simulation,PS2,0.03
2006,Simulation,PS2,0.18
2006,Simulation,PS2,0.07
2006,Simulation,PS2,0.51
2006,Simulation,PS2,0.37
2006,Simulation,PS2,1.04
2006,Simulation,PS2,0.3
2007,Simulation,PS2,0.02
2007,Simulation,PS2,0.02
2007,Simulation,PS2,0.03
2007,Simulation,PS2,0.06
2007,Simulation,PS2,0.26
2007,Simulation,PS2,0.26
2007,Simulation,PS2,0.37
2007,Simulation,PS2,0.48
2007,Simulation,PS2,0.56
2007,Simulation,PS2,0.79
2008,Simulation,PS2,0.03
2008,Simulation,PS2,0.03
2008,Simulation,PS2,0.24
2008,Simulation,PS2,1.75
2009,Simulation,PS2,0.04
,Simulation,PS3,0.07
2006,Simulation,PS3,0.01
2006,Simulation,PS3,0.2
2006,Simulation,PS3,0.2
2006,Simulation,PS3,0.67
2007,Simulation,PS3,0.15
2007,Simulation,PS3,1.06
2008,Simulation,PS3,0.19
2009,Simulation,PS3,0.16
2009,Simulation,PS3,0.99
2009,Simulation,PS3,0.7
2010,Simulation,PS3,0.26
2010,Simulation,PS3,0.2
2010,Simulation,PS3,0.22
2011,Simulation,PS3,0.07
2011,Simulation,PS3,0.11
2011,Simulation,PS3,0.19
2011,Simulation,PS3,0.19
2011,Simulation,PS3,1.15
2012,Simulation,PS3,0.01
2012,Simulation,PS3,0.02
2012,Simulation,PS3,0.4
2012,Simulation,PS3,0.25
2012,Simulation,PS3,0.43
2013,Simulation,PS3,0.03
2013,Simulation,PS3,0.04
2013,Simulation,PS3,0.12
2013,Simulation,PS3,0.16
2014,Simulation,PS3,0.02
2015,Simulation,PS3,0.46
2015,Simulation,PS4,0.3
2015,Simulation,PS4,0.35
2016,Simulation,PS4,0.01
2016,Simulation,PS4,0.02
2016,Simulation,PS4,0.09
,Sports,PS,1.46
1994,Sports,PS,0.11
1994,Sports,PS,0.45
1994,Sports,PS,0.38
1995,Sports,PS,0.03
1995,Sports,PS,0.07
1995,Sports,PS,0.08
1995,Sports,PS,0.08
1995,Sports,PS,0.13
1995,Sports,PS,0.16
1995,Sports,PS,0.19
1995,Sports,PS,0.11
1995,Sports,PS,0.13
1995,Sports,PS,0.24
1995,Sports,PS,0.25
1995,Sports,PS,0.28
1995,Sports,PS,0.31
1995,Sports,PS,0.24
1995,Sports,PS,0.5
1995,Sports,PS,0.85
1996,Sports,PS,0.03
1996,Sports,PS,0.03
1996,Sports,PS,0.04
1996,Sports,PS,0.05
1996,Sports,PS,0.06
1996,Sports,PS,0.05
1996,Sports,PS,0.07
1996,Sports,PS,0.07
1996,Sports,PS,0.01
1996,Sports,PS,0.12
1996,Sports,PS,0.1
1996,Sports,PS,0.12
1996,Sports,PS,0.12
1996,Sports,PS,0.14
1996,Sports,PS,0.14
1996,Sports,PS,0.14
1996,Sports,PS,0.16
1996,Sports,PS,0.17
1996,Sports,PS,0.22
1996,Sports,PS,0.22
1996,Sports,PS,0.11
1996,Sports,PS,0.26
1996,Sports,PS,0.29
1996,Sports,PS,0.29
1996,Sports,PS,0.33
1996,Sports,PS,0.24
1996,Sports,PS,0.38
1996,Sports,PS,0.46
1996,Sports,PS,0.47
1996,Sports,PS,0.43
1996,Sports,PS,0.51
1996,Sports,PS,0.44
1996,Sports,PS,1.25
1996,Sports,PS,1.4
1996,Sports,PS,0.87
1996,Sports,PS,0.92
1996,Sports,PS,1
1996,Sports,PS,1.32
1997,Sports,PS,0.02
1997,Sports,PS,0.02
1997,Sports,PS,0.05
1997,Sports,PS,0.05
1997,Sports,PS,0.13
1997,Sports,PS,0.13
1997,Sports,PS,0.14
1997,Sports,PS,0.14
1997,Sports,PS,0.16
1997,Sports,PS,0.19
1997,Sports,PS,0.32
1997,Sports,PS,0.36
1997,Sports,PS,0.27
1997,Sports,PS,1.35
1997,Sports,PS,1.22
1997,Sports,PS,0.43
1997,Sports,PS,0.51
1997,Sports,PS,0.51
1997,Sports,PS,1.51
1997,Sports,PS,1.68
1997,Sports,PS,0.62
1997,Sports,PS,0.59
1997,Sports,PS,0.7
1997,Sports,PS,0.73
1997,Sports,PS,0.92
1997,Sports,PS,1.07
1997,Sports,PS,1.1
1997,Sports,PS,1.53
1998,Sports,PS,0.02
1998,Sports,PS,0.04
1998,Sports,PS,0.05
1998,Sports,PS,0.07
1998,Sports,PS,0.04
1998,Sports,PS,0.13
1998,Sports,PS,0.18
1998,Sports,PS,0.22
1998,Sports,PS,0.16
1998,Sports,PS,0.31
1998,Sports,PS,0.25
1998,Sports,PS,0.27
1998,Sports,PS,1.52
1998,Sports,PS,0.39
1998,Sports,PS,0.45
1998,Sports,PS,0.41
1998,Sports,PS,0.42
1998,Sports,PS,0.45
1998,Sports,PS,1.74
1998,Sports,PS,1.75
1998,Sports,PS,1.5
1998,Sports,PS,1.53
1998,Sports,PS,0.59
1998,Sports,PS,0.66
1998,Sports,PS,0.66
1998,Sports,PS,0.67
1998,Sports,PS,0.59
1998,Sports,PS,0.69
1998,Sports,PS,0.78
1998,Sports,PS,0.76
1998,Sports,PS,0.81
1998,Sports,PS,0.86
1998,Sports,PS,0.87
1998,Sports,PS,1.06
1998,Sports,PS,1.08
1998,Sports,PS,1.09
1998,Sports,PS,1.17
1998,Sports,PS,1.26
1999,Sports,PS,0.04
1999,Sports,PS,0.06
1999,Sports,PS,0.05
1999,Sports,PS,0.11
1999,Sports,PS,0.11
1999,Sports,PS,0.13
1999,Sports,PS,0.19
1999,Sports,PS,0.22
1999,Sports,PS,0.15
1999,Sports,PS,0.19
1999,Sports,PS,0.26
1999,Sports,PS,0.29
1999,Sports,PS,0.32
1999,Sports,PS,0.38
1999,Sports,PS,0.26
1999,Sports,PS,0.32
1999,Sports,PS,0.33
1999,Sports,PS,0.4
1999,Sports,PS,0.4
1999,Sports,PS,0.46
1999,Sports,PS,0.48
1999,Sports,PS,0.55
1999,Sports,PS,0.62
1999,Sports,PS,0.81
1999,Sports,PS,0.94
1999,Sports,PS,0.95
1999,Sports,PS,1.13
1999,Sports,PS,1.43
2000,Sports,PS,0.05
2000,Sports,PS,0.06
2000,Sports,PS,0.11
2000,Sports,PS,0.12
2000,Sports,PS,0.13
2000,Sports,PS,0.12
2000,Sports,PS,0.13
2000,Sports,PS,0.16
2000,Sports,PS,0.18
2000,Sports,PS,0.18
2000,Sports,PS,0.21
2000,Sports,PS,0.09
2000,Sports,PS,0.12
2000,Sports,PS,0.15
2000,Sports,PS,0.16
2000,Sports,PS,0.16
2000,Sports,PS,0.23
2000,Sports,PS,0.27
2000,Sports,PS,0.27
2000,Sports,PS,0.27
2000,Sports,PS,0.29
2000,Sports,PS,0.32
2000,Sports,PS,0.33
2000,Sports,PS,0.29
2000,Sports,PS,1.05
2000,Sports,PS,0.41
2000,Sports,PS,0.44
2000,Sports,PS,0.41
2000,Sports,PS,1.67
2000,Sports,PS,0.58
2000,Sports,PS,0.59
2000,Sports,PS,0.63
2000,Sports,PS,0.7
2000,Sports,PS,0.89
2000,Sports,PS,1
2000,Sports,PS,1.25
2000,Sports,PS,1.33
2001,Sports,PS,0.04
2001,Sports,PS,0.06
2001,Sports,PS,0.07
2001,Sports,PS,0.08
2001,Sports,PS,0.13
2001,Sports,PS,0.13
2001,Sports,PS,0.14
2001,Sports,PS,0.15
2001,Sports,PS,0.21
2001,Sports,PS,0.22
2001,Sports,PS,0.09
2001,Sports,PS,0.27
2001,Sports,PS,0.24
2001,Sports,PS,0.4
2001,Sports,PS,0.43
2001,Sports,PS,0.52
2001,Sports,PS,0.54
2001,Sports,PS,0.84
2001,Sports,PS,1.67
2001,Sports,PS,1.39
2002,Sports,PS,0.06
2002,Sports,PS,0.09
2002,Sports,PS,0.13
2003,Sports,PS,0.42
,Sports,PS2,0.02
,Sports,PS2,0.05
,Sports,PS2,0.18
,Sports,PS2,0.25
,Sports,PS2,0.32
,Sports,PS2,0.4
,Sports,PS2,0.83
2000,Sports,PS2,0.06
2000,Sports,PS2,0.06
2000,Sports,PS2,0.08
2000,Sports,PS2,0.09
2000,Sports,PS2,0.2
2000,Sports,PS2,0.35
2000,Sports,PS2,0.54
2000,Sports,PS2,0.66
2000,Sports,PS2,0.09
2000,Sports,PS2,0.15
2000,Sports,PS2,0.19
2000,Sports,PS2,0.19
2000,Sports,PS2,0.21
2000,Sports,PS2,0.25
2000,Sports,PS2,0.27
2000,Sports,PS2,0.28
2000,Sports,PS2,0.52
2000,Sports,PS2,0.36
2000,Sports,PS2,0.83
2000,Sports,PS2,0.96
2000,Sports,PS2,1.5
2000,Sports,PS2,1.66
2001,Sports,PS2,0.03
2001,Sports,PS2,0.12
2001,Sports,PS2,0.13
2001,Sports,PS2,0.29
2001,Sports,PS2,0.45
2001,Sports,PS2,0.05
2001,Sports,PS2,0.05
2001,Sports,PS2,0.07
2001,Sports,PS2,0.08
2001,Sports,PS2,0.17
2001,Sports,PS2,0.14
2001,Sports,PS2,0.14
2001,Sports,PS2,0.15
2001,Sports,PS2,0.18
2001,Sports,PS2,0.2
2001,Sports,PS2,0.22
2001,Sports,PS2,0.21
2001,Sports,PS2,0.23
2001,Sports,PS2,0.28
2001,Sports,PS2,0.3
2001,Sports,PS2,0.31
2001,Sports,PS2,0.33
2001,Sports,PS2,0.36
2001,Sports,PS2,0.38
2001,Sports,PS2,0.56
2001,Sports,PS2,0.56
2001,Sports,PS2,0.63
2001,Sports,PS2,0.73
2001,Sports,PS2,0.74
2001,Sports,PS2,0.89
2001,Sports,PS2,1.1
2001,Sports,PS2,1.2
2001,Sports,PS2,1.38
2001,Sports,PS2,1.57
2001,Sports,PS2,1.73
2001,Sports,PS2,1.75
2002,Sports,PS2,0.02
2002,Sports,PS2,0.03
2002,Sports,PS2,0.02
2002,Sports,PS2,0.04
2002,Sports,PS2,0.04
2002,Sports,PS2,0.04
2002,Sports,PS2,0.05
2002,Sports,PS2,0.06
2002,Sports,PS2,0.07
2002,Sports,PS2,0.1
2002,Sports,PS2,0.09
2002,Sports,PS2,0.1
2002,Sports,PS2,0.25
2002,Sports,PS2,0.44
2002,Sports,PS2,0.55
2002,Sports,PS2,0.06
2002,Sports,PS2,0.07
2002,Sports,PS2,0.08
2002,Sports,PS2,0.1
2002,Sports,PS2,0.11
2002,Sports,PS2,0.18
2002,Sports,PS2,0.21
2002,Sports,PS2,0.12
2002,Sports,PS2,0.14
2002,Sports,PS2,0.14
2002,Sports,PS2,0.15
2002,Sports,PS2,0.17
2002,Sports,PS2,0.19
2002,Sports,PS2,0.17
2002,Sports,PS2,0.17
2002,Sports,PS2,0.19
2002,Sports,PS2,0.17
2002,Sports,PS2,0.21
2002,Sports,PS2,0.22
2002,Sports,PS2,0.23
2002,Sports,PS2,0.23
2002,Sports,PS2,0.23
2002,Sports,PS2,0.24
2002,Sports,PS2,0.26
2002,Sports,PS2,0.28
2002,Sports,PS2,0.28
2002,Sports,PS2,0.33
2002,Sports,PS2,0.35
2002,Sports,PS2,0.37
2002,Sports,PS2,0.44
2002,Sports,PS2,0.46
2002,Sports,PS2,0.59
2002,Sports,PS2,0.66
2002,Sports,PS2,0.77
2002,Sports,PS2,0.87
2002,Sports,PS2,0.9
2002,Sports,PS2,0.91
2002,Sports,PS2,0.91
2002,Sports,PS2,0.93
2002,Sports,PS2,1.05
2002,Sports,PS2,1.08
2002,Sports,PS2,1.22
2002,Sports,PS2,1.32
2002,Sports,PS2,1.42
2002,Sports,PS2,1.44
2002,Sports,PS2,1.64
2002,Sports,PS2,1.66
2002,Sports,PS2,1.52
2003,Sports,PS2,0.09
2003,Sports,PS2,0.2
2003,Sports,PS2,0.23
2003,Sports,PS2,0.28
2003,Sports,PS2,0.51
2003,Sports,PS2,0.52
2003,Sports,PS2,0.04
2003,Sports,PS2,0.09
2003,Sports,PS2,0.09
2003,Sports,PS2,0.16
2003,Sports,PS2,0.16
2003,Sports,PS2,0.19
2003,Sports,PS2,0.2
2003,Sports,PS2,0.22
2003,Sports,PS2,0.23
2003,Sports,PS2,0.23
2003,Sports,PS2,0.23
2003,Sports,PS2,0.24
2003,Sports,PS2,0.25
2003,Sports,PS2,0.26
2003,Sports,PS2,0.28
2003,Sports,PS2,0.28
2003,Sports,PS2,0.32
2003,Sports,PS2,0.36
2003,Sports,PS2,0.37
2003,Sports,PS2,0.41
2003,Sports,PS2,0.41
2003,Sports,PS2,0.42
2003,Sports,PS2,0.49
2003,Sports,PS2,0.53
2003,Sports,PS2,0.54
2003,Sports,PS2,0.56
2003,Sports,PS2,0.59
2003,Sports,PS2,0.66
2003,Sports,PS2,0.76
2003,Sports,PS2,1.63
2003,Sports,PS2,0.9
2003,Sports,PS2,0.94
2003,Sports,PS2,0.97
2003,Sports,PS2,1.03
2003,Sports,PS2,1.04
2003,Sports,PS2,1.17
2003,Sports,PS2,1.67
2003,Sports,PS2,1.67
2004,Sports,PS2,0.04
2004,Sports,PS2,0.36
2004,Sports,PS2,0.42
2004,Sports,PS2,0.54
2004,Sports,PS2,0.55
2004,Sports,PS2,0.05
2004,Sports,PS2,0.05
2004,Sports,PS2,0.06
2004,Sports,PS2,0.06
2004,Sports,PS2,0.11
2004,Sports,PS2,0.13
2004,Sports,PS2,0.14
2004,Sports,PS2,0.16
2004,Sports,PS2,0.17
2004,Sports,PS2,0.17
2004,Sports,PS2,0.2
2004,Sports,PS2,0.27
2004,Sports,PS2,0.3
2004,Sports,PS2,0.35
2004,Sports,PS2,0.37
2004,Sports,PS2,0.36
2004,Sports,PS2,0.43
2004,Sports,PS2,0.45
2004,Sports,PS2,0.49
2004,Sports,PS2,0.53
2004,Sports,PS2,0.56
2004,Sports,PS2,0.62
2004,Sports,PS2,1.44
2004,Sports,PS2,0.84
2004,Sports,PS2,0.88
2004,Sports,PS2,0.9
2004,Sports,PS2,1.34
2004,Sports,PS2,1.42
2004,Sports,PS2,1.59
2004,Sports,PS2,1.61
2004,Sports,PS2,1.66
2004,Sports,PS2,1.62
2005,Sports,PS2,0.03
2005,Sports,PS2,0.11
2005,Sports,PS2,0.11
2005,Sports,PS2,0.45
2005,Sports,PS2,0.47
2005,Sports,PS2,0.04
2005,Sports,PS2,0.09
2005,Sports,PS2,0.09
2005,Sports,PS2,0.08
2005,Sports,PS2,0.1
2005,Sports,PS2,0.11
2005,Sports,PS2,0.1
2005,Sports,PS2,0.14
2005,Sports,PS2,1.42
2005,Sports,PS2,1.45
2005,Sports,PS2,0.17
2005,Sports,PS2,0.2
2005,Sports,PS2,0.31
2005,Sports,PS2,0.4
2005,Sports,PS2,0.35
2005,Sports,PS2,0.39
2005,Sports,PS2,1.64
2005,Sports,PS2,0.42
2005,Sports,PS2,0.53
2005,Sports,PS2,0.52
2005,Sports,PS2,0.53
2005,Sports,PS2,0.58
2005,Sports,PS2,0.89
2005,Sports,PS2,0.89
2005,Sports,PS2,1.06
2005,Sports,PS2,1.48
2005,Sports,PS2,1.62
2005,Sports,PS2,1.54
2006,Sports,PS2,0.02
2006,Sports,PS2,0.02
2006,Sports,PS2,0.03
2006,Sports,PS2,0.02
2006,Sports,PS2,0.02
2006,Sports,PS2,0.04
2006,Sports,PS2,0.08
2006,Sports,PS2,0.11
2006,Sports,PS2,0.14
2006,Sports,PS2,0.14
2006,Sports,PS2,0.16
2006,Sports,PS2,0.21
2006,Sports,PS2,0.22
2006,Sports,PS2,0.23
2006,Sports,PS2,0.35
2006,Sports,PS2,0.04
2006,Sports,PS2,0.05
2006,Sports,PS2,0.09
2006,Sports,PS2,0.13
2006,Sports,PS2,0.26
2006,Sports,PS2,0.37
2006,Sports,PS2,0.9
2006,Sports,PS2,0.44
2006,Sports,PS2,0.45
2006,Sports,PS2,0.47
2006,Sports,PS2,0.51
2006,Sports,PS2,0.56
2006,Sports,PS2,0.57
2006,Sports,PS2,0.72
2006,Sports,PS2,0.75
2006,Sports,PS2,0.78
2006,Sports,PS2,0.87
2006,Sports,PS2,0.94
2006,Sports,PS2,1.3
2006,Sports,PS2,1.7
2007,Sports,PS2,0.04
2007,Sports,PS2,0.01
2007,Sports,PS2,0.02
2007,Sports,PS2,0.03
2007,Sports,PS2,0.04
2007,Sports,PS2,0.06
2007,Sports,PS2,0.09
2007,Sports,PS2,0.11
2007,Sports,PS2,0.19
2007,Sports,PS2,0.19
2007,Sports,PS2,0.31
2007,Sports,PS2,0.31
2007,Sports,PS2,0.06
2007,Sports,PS2,0.13
2007,Sports,PS2,0.2
2007,Sports,PS2,0.26
2007,Sports,PS2,0.27
2007,Sports,PS2,0.29
2007,Sports,PS2,0.35
2007,Sports,PS2,0.39
2007,Sports,PS2,0.4
2007,Sports,PS2,0.51
2007,Sports,PS2,0.56
2007,Sports,PS2,0.6
2007,Sports,PS2,0.6
2007,Sports,PS2,0.66
2007,Sports,PS2,0.72
2007,Sports,PS2,0.79
2007,Sports,PS2,0.93
2008,Sports,PS2,0.02
2008,Sports,PS2,0.01
2008,Sports,PS2,0.05
2008,Sports,PS2,0.18
2008,Sports,PS2,0.22
2008,Sports,PS2,0.24
2008,Sports,PS2,0.08
2008,Sports,PS2,0.15
2008,Sports,PS2,0.13
2008,Sports,PS2,0.15
2008,Sports,PS2,0.15
2008,Sports,PS2,0.17
2008,Sports,PS2,0.17
2008,Sports,PS2,0.19
2008,Sports,PS2,0.18
2008,Sports,PS2,0.2
2008,Sports,PS2,0.28
2008,Sports,PS2,0.31
2008,Sports,PS2,0.42
2008,Sports,PS2,0.39
2008,Sports,PS2,0.41
2008,Sports,PS2,0.42
2008,Sports,PS2,0.48
2008,Sports,PS2,0.18
2008,Sports,PS2,0.37
2008,Sports,PS2,1.49
2008,Sports,PS2,0.32
2008,Sports,PS2,0.38
2009,Sports,PS2,0.03
2009,Sports,PS2,0.08
2009,Sports,PS2,0.08
2009,Sports,PS2,0.13
2009,Sports,PS2,0.15
2009,Sports,PS2,0.06
2009,Sports,PS2,0.14
2009,Sports,PS2,0.17
2009,Sports,PS2,0.17
2009,Sports,PS2,0.2
2009,Sports,PS2,0.33
2009,Sports,PS2,0.4
2009,Sports,PS2,0.36
2009,Sports,PS2,0.58
2009,Sports,PS2,0.98
2009,Sports,PS2,0.26
2009,Sports,PS2,1.57
2009,Sports,PS2,1.7
2010,Sports,PS2,0.05
2010,Sports,PS2,0.09
2010,Sports,PS2,0.1
2010,Sports,PS2,0.08
2010,Sports,PS2,0.08
2010,Sports,PS2,0.23
2010,Sports,PS2,0.38
2010,Sports,PS2,0.41
2010,Sports,PS2,0.5
2010,Sports,PS2,0.41
2010,Sports,PS2,0.76
